"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"19.03.2021 04:30 - 19.03.2021 04:45","50118","53921"
"19.03.2021 04:45 - 19.03.2021 05:00","50755","54150"
"19.03.2021 05:00 - 19.03.2021 05:15","51718","55699"
"19.03.2021 05:15 - 19.03.2021 05:30","52068","56410"
"19.03.2021 05:30 - 19.03.2021 05:45","52987","57451"
"19.03.2021 05:45 - 19.03.2021 06:00","54213","58423"
"19.03.2021 06:00 - 19.03.2021 06:15","56418","60645"
"19.03.2021 06:15 - 19.03.2021 06:30","57841","62254"
"19.03.2021 06:30 - 19.03.2021 06:45","58839","63409"
"19.03.2021 06:45 - 19.03.2021 07:00","59802","64703"
"19.03.2021 07:00 - 19.03.2021 07:15","61344","66304"
"19.03.2021 07:15 - 19.03.2021 07:30","62318","67656"
"19.03.2021 07:30 - 19.03.2021 07:45","62897","68498"
"19.03.2021 07:45 - 19.03.2021 08:00","63633","69365"
"19.03.2021 08:00 - 19.03.2021 08:15","64657","70260"
"19.03.2021 08:15 - 19.03.2021 08:30","65135","70656"
"19.03.2021 08:30 - 19.03.2021 08:45","65178","70865"
"19.03.2021 08:45 - 19.03.2021 09:00","65702","70995"
"19.03.2021 09:00 - 19.03.2021 09:15","65477","70799"
"19.03.2021 09:15 - 19.03.2021 09:30","65902","71024"
"19.03.2021 09:30 - 19.03.2021 09:45","66358","71385"
"19.03.2021 09:45 - 19.03.2021 10:00","66677","71831"
"19.03.2021 10:00 - 19.03.2021 10:15","66698","71742"
"19.03.2021 10:15 - 19.03.2021 10:30","67150","72031"
"19.03.2021 10:30 - 19.03.2021 10:45","67253","71911"
"19.03.2021 10:45 - 19.03.2021 11:00","67576","72685"
"19.03.2021 11:00 - 19.03.2021 11:15","67974","72240"
"19.03.2021 11:15 - 19.03.2021 11:30","68066","72499"
"19.03.2021 11:30 - 19.03.2021 11:45","68072","72603"
"19.03.2021 11:45 - 19.03.2021 12:00","68290","72860"
"19.03.2021 12:00 - 19.03.2021 12:15","67871","72356"
"19.03.2021 12:15 - 19.03.2021 12:30","68064","72049"
"19.03.2021 12:30 - 19.03.2021 12:45","67361","71701"
"19.03.2021 12:45 - 19.03.2021 13:00","67388","71601"
"19.03.2021 13:00 - 19.03.2021 13:15","66718","71780"
"19.03.2021 13:15 - 19.03.2021 13:30","66343","71105"
"19.03.2021 13:30 - 19.03.2021 13:45","65924","70807"
"19.03.2021 13:45 - 19.03.2021 14:00","64800","70287"
"19.03.2021 14:00 - 19.03.2021 14:15","64438","70019"
"19.03.2021 14:15 - 19.03.2021 14:30","64186","69746"
"19.03.2021 14:30 - 19.03.2021 14:45","63832","69025"
"19.03.2021 14:45 - 19.03.2021 15:00","63817","68809"
"19.03.2021 15:00 - 19.03.2021 15:15","63568","68682"
"19.03.2021 15:15 - 19.03.2021 15:30","63214","68430"
"19.03.2021 15:30 - 19.03.2021 15:45","63239","68056"
"19.03.2021 15:45 - 19.03.2021 16:00","62706","67457"
"19.03.2021 16:00 - 19.03.2021 16:15","62358","67332"
"19.03.2021 16:15 - 19.03.2021 16:30","62601","66715"
"19.03.2021 16:30 - 19.03.2021 16:45","62365","66779"
"19.03.2021 16:45 - 19.03.2021 17:00","62459","66941"
"19.03.2021 17:00 - 19.03.2021 17:15","62971","67440"
"19.03.2021 17:15 - 19.03.2021 17:30","63083","67449"
"19.03.2021 17:30 - 19.03.2021 17:45","63286","67071"
"19.03.2021 17:45 - 19.03.2021 18:00","63481","67206"
"19.03.2021 18:00 - 19.03.2021 18:15","63782","67855"
"19.03.2021 18:15 - 19.03.2021 18:30","63872","68214"
"19.03.2021 18:30 - 19.03.2021 18:45","64309","69136"
"19.03.2021 18:45 - 19.03.2021 19:00","64379","69916"
"19.03.2021 19:00 - 19.03.2021 19:15","64509","70176"
"19.03.2021 19:15 - 19.03.2021 19:30","64176","69607"
"19.03.2021 19:30 - 19.03.2021 19:45","63855","69170"
"19.03.2021 19:45 - 19.03.2021 20:00","63352","68240"
"19.03.2021 20:00 - 19.03.2021 20:15","62114","66914"
"19.03.2021 20:15 - 19.03.2021 20:30","61096","65833"
"19.03.2021 20:30 - 19.03.2021 20:45","60243","64636"
"19.03.2021 20:45 - 19.03.2021 21:00","59615","63453"
"19.03.2021 21:00 - 19.03.2021 21:15","58733","62431"
"19.03.2021 21:15 - 19.03.2021 21:30","58139","61424"
"19.03.2021 21:30 - 19.03.2021 21:45","57280","60399"
"19.03.2021 21:45 - 19.03.2021 22:00","56823","59642"
"19.03.2021 22:00 - 19.03.2021 22:15","56644","58965"
"19.03.2021 22:15 - 19.03.2021 22:30","56030","58464"
"19.03.2021 22:30 - 19.03.2021 22:45","55342","57572"
"19.03.2021 22:45 - 19.03.2021 23:00","54335","56731"
"19.03.2021 23:00 - 19.03.2021 23:15","53526","55755"
"19.03.2021 23:15 - 19.03.2021 23:30","52630","55036"
"19.03.2021 23:30 - 19.03.2021 23:45","51987","54380"
"19.03.2021 23:45 - 20.03.2021 00:00","51441","53782"
"20.03.2021 00:00 - 20.03.2021 00:15","50268","52470"
"20.03.2021 00:15 - 20.03.2021 00:30","49449","51968"
"20.03.2021 00:30 - 20.03.2021 00:45","49062","51291"
"20.03.2021 00:45 - 20.03.2021 01:00","48717","50581"
"20.03.2021 01:00 - 20.03.2021 01:15","47967","50026"
"20.03.2021 01:15 - 20.03.2021 01:30","47631","49929"
"20.03.2021 01:30 - 20.03.2021 01:45","47262","49626"
"20.03.2021 01:45 - 20.03.2021 02:00","46838","49184"
"20.03.2021 02:00 - 20.03.2021 02:15","46667","48812"
"20.03.2021 02:15 - 20.03.2021 02:30","46633","48820"
"20.03.2021 02:30 - 20.03.2021 02:45","46696","48656"
"20.03.2021 02:45 - 20.03.2021 03:00","46463","48537"
"20.03.2021 03:00 - 20.03.2021 03:15","46536","49030"
"20.03.2021 03:15 - 20.03.2021 03:30","46598","49143"
"20.03.2021 03:30 - 20.03.2021 03:45","46420","48835"
"20.03.2021 03:45 - 20.03.2021 04:00","46510","48833"
"20.03.2021 04:00 - 20.03.2021 04:15","46532","48785"
"20.03.2021 04:15 - 20.03.2021 04:30","46640","48590"
"20.03.2021 04:30 - 20.03.2021 04:45","46512","48668"
"20.03.2021 04:45 - 20.03.2021 05:00","46704","48800"
"20.03.2021 05:00 - 20.03.2021 05:15","47300","49048"
"20.03.2021 05:15 - 20.03.2021 05:30","47062","48933"
"20.03.2021 05:30 - 20.03.2021 05:45","47232","48971"
"20.03.2021 05:45 - 20.03.2021 06:00","47670","49279"
"20.03.2021 06:00 - 20.03.2021 06:15","48259","48935"
"20.03.2021 06:15 - 20.03.2021 06:30","48221","49145"
"20.03.2021 06:30 - 20.03.2021 06:45","48789","49612"
"20.03.2021 06:45 - 20.03.2021 07:00","48965","49966"
"20.03.2021 07:00 - 20.03.2021 07:15","50052","50627"
"20.03.2021 07:15 - 20.03.2021 07:30","50835","51651"
"20.03.2021 07:30 - 20.03.2021 07:45","51253","52615"
"20.03.2021 07:45 - 20.03.2021 08:00","52283","53635"
"20.03.2021 08:00 - 20.03.2021 08:15","53170","54500"
"20.03.2021 08:15 - 20.03.2021 08:30","53717","55169"
"20.03.2021 08:30 - 20.03.2021 08:45","54726","56109"
"20.03.2021 08:45 - 20.03.2021 09:00","55576","57034"
"20.03.2021 09:00 - 20.03.2021 09:15","55985","57713"
"20.03.2021 09:15 - 20.03.2021 09:30","56486","58410"
"20.03.2021 09:30 - 20.03.2021 09:45","57325","58943"
"20.03.2021 09:45 - 20.03.2021 10:00","57939","59462"
"20.03.2021 10:00 - 20.03.2021 10:15","57936","59686"
"20.03.2021 10:15 - 20.03.2021 10:30","58685","59713"
"20.03.2021 10:30 - 20.03.2021 10:45","58811","59796"
"20.03.2021 10:45 - 20.03.2021 11:00","59015","59794"
"20.03.2021 11:00 - 20.03.2021 11:15","59438","60176"
"20.03.2021 11:15 - 20.03.2021 11:30","59954","60974"
"20.03.2021 11:30 - 20.03.2021 11:45","59902","60880"
"20.03.2021 11:45 - 20.03.2021 12:00","59886","61007"
"20.03.2021 12:00 - 20.03.2021 12:15","59632","61132"
"20.03.2021 12:15 - 20.03.2021 12:30","59603","61128"
"20.03.2021 12:30 - 20.03.2021 12:45","59096","60651"
"20.03.2021 12:45 - 20.03.2021 13:00","58639","60156"
"20.03.2021 13:00 - 20.03.2021 13:15","58354","59642"
"20.03.2021 13:15 - 20.03.2021 13:30","57630","59368"
"20.03.2021 13:30 - 20.03.2021 13:45","57202","58568"
"20.03.2021 13:45 - 20.03.2021 14:00","56636","58040"
"20.03.2021 14:00 - 20.03.2021 14:15","56094","57685"
"20.03.2021 14:15 - 20.03.2021 14:30","56153","57612"
"20.03.2021 14:30 - 20.03.2021 14:45","55844","57213"
"20.03.2021 14:45 - 20.03.2021 15:00","55574","57156"
"20.03.2021 15:00 - 20.03.2021 15:15","55454","56869"
"20.03.2021 15:15 - 20.03.2021 15:30","55422","56848"
"20.03.2021 15:30 - 20.03.2021 15:45","55482","56738"
"20.03.2021 15:45 - 20.03.2021 16:00","54981","56644"
"20.03.2021 16:00 - 20.03.2021 16:15","55381","56779"
"20.03.2021 16:15 - 20.03.2021 16:30","55403","57148"
"20.03.2021 16:30 - 20.03.2021 16:45","55754","57078"
"20.03.2021 16:45 - 20.03.2021 17:00","55778","57303"
"20.03.2021 17:00 - 20.03.2021 17:15","56491","57743"
"20.03.2021 17:15 - 20.03.2021 17:30","56833","58203"
"20.03.2021 17:30 - 20.03.2021 17:45","57261","58730"
"20.03.2021 17:45 - 20.03.2021 18:00","57448","59516"
"20.03.2021 18:00 - 20.03.2021 18:15","58125","60471"
"20.03.2021 18:15 - 20.03.2021 18:30","58507","60845"
"20.03.2021 18:30 - 20.03.2021 18:45","58956","61307"
"20.03.2021 18:45 - 20.03.2021 19:00","59060","61956"
"20.03.2021 19:00 - 20.03.2021 19:15","59566","62307"
"20.03.2021 19:15 - 20.03.2021 19:30","59093","62056"
"20.03.2021 19:30 - 20.03.2021 19:45","58624","61500"
"20.03.2021 19:45 - 20.03.2021 20:00","58062","60968"
"20.03.2021 20:00 - 20.03.2021 20:15","57250","59950"
"20.03.2021 20:15 - 20.03.2021 20:30","56409","58734"
"20.03.2021 20:30 - 20.03.2021 20:45","55768","57696"
"20.03.2021 20:45 - 20.03.2021 21:00","54923","57026"
"20.03.2021 21:00 - 20.03.2021 21:15","54423","56235"
"20.03.2021 21:15 - 20.03.2021 21:30","53805","55754"
"20.03.2021 21:30 - 20.03.2021 21:45","53534","55157"
"20.03.2021 21:45 - 20.03.2021 22:00","52976","55002"
"20.03.2021 22:00 - 20.03.2021 22:15","53139","55142"
"20.03.2021 22:15 - 20.03.2021 22:30","52800","54702"
"20.03.2021 22:30 - 20.03.2021 22:45","52015","54021"
"20.03.2021 22:45 - 20.03.2021 23:00","51362","53635"
"20.03.2021 23:00 - 20.03.2021 23:15","50256","52905"
"20.03.2021 23:15 - 20.03.2021 23:30","49436","52511"
"20.03.2021 23:30 - 20.03.2021 23:45","48919","51829"
"20.03.2021 23:45 - 21.03.2021 00:00","48479","51279"
"21.03.2021 00:00 - 21.03.2021 00:15","51466","50484"
"21.03.2021 00:15 - 21.03.2021 00:30","50270","49747"
"21.03.2021 00:30 - 21.03.2021 00:45","50165","48837"
"21.03.2021 00:45 - 21.03.2021 01:00","49735","48251"
"21.03.2021 01:00 - 21.03.2021 01:15","48420","47473"
"21.03.2021 01:15 - 21.03.2021 01:30","47468","47319"
"21.03.2021 01:30 - 21.03.2021 01:45","47858","46884"
"21.03.2021 01:45 - 21.03.2021 02:00","47570","46892"
"21.03.2021 02:00 - 21.03.2021 02:15","47221","46299"
"21.03.2021 02:15 - 21.03.2021 02:30","46835","46217"
"21.03.2021 02:30 - 21.03.2021 02:45","46526","45956"
"21.03.2021 02:45 - 21.03.2021 03:00","46875","45964"
"21.03.2021 03:00 - 21.03.2021 03:15","46929","45851"
"21.03.2021 03:15 - 21.03.2021 03:30","47137","45669"
"21.03.2021 03:30 - 21.03.2021 03:45","46562","45707"
"21.03.2021 03:45 - 21.03.2021 04:00","46913","45666"
"21.03.2021 04:00 - 21.03.2021 04:15","47050","45698"
"21.03.2021 04:15 - 21.03.2021 04:30","47311","45668"
"21.03.2021 04:30 - 21.03.2021 04:45","46871","45720"
"21.03.2021 04:45 - 21.03.2021 05:00","46721","45853"
"21.03.2021 05:00 - 21.03.2021 05:15","47009","45970"
"21.03.2021 05:15 - 21.03.2021 05:30","46842","46044"
"21.03.2021 05:30 - 21.03.2021 05:45","46431","45975"
"21.03.2021 05:45 - 21.03.2021 06:00","46661","46121"
"21.03.2021 06:00 - 21.03.2021 06:15","46717","46246"
"21.03.2021 06:15 - 21.03.2021 06:30","46380","46039"
"21.03.2021 06:30 - 21.03.2021 06:45","46688","46325"
"21.03.2021 06:45 - 21.03.2021 07:00","46147","46583"
"21.03.2021 07:00 - 21.03.2021 07:15","46678","46937"
"21.03.2021 07:15 - 21.03.2021 07:30","47048","47649"
"21.03.2021 07:30 - 21.03.2021 07:45","47875","48335"
"21.03.2021 07:45 - 21.03.2021 08:00","48973","48987"
"21.03.2021 08:00 - 21.03.2021 08:15","49741","50374"
"21.03.2021 08:15 - 21.03.2021 08:30","50254","51138"
"21.03.2021 08:30 - 21.03.2021 08:45","51190","51674"
"21.03.2021 08:45 - 21.03.2021 09:00","52131","52304"
"21.03.2021 09:00 - 21.03.2021 09:15","52560","53055"
"21.03.2021 09:15 - 21.03.2021 09:30","53502","53922"
"21.03.2021 09:30 - 21.03.2021 09:45","53982","54544"
"21.03.2021 09:45 - 21.03.2021 10:00","54583","55159"
"21.03.2021 10:00 - 21.03.2021 10:15","55350","56037"
"21.03.2021 10:15 - 21.03.2021 10:30","55863","56694"
"21.03.2021 10:30 - 21.03.2021 10:45","56360","57063"
"21.03.2021 10:45 - 21.03.2021 11:00","56575","57666"
"21.03.2021 11:00 - 21.03.2021 11:15","57343","58416"
"21.03.2021 11:15 - 21.03.2021 11:30","58083","59146"
"21.03.2021 11:30 - 21.03.2021 11:45","58837","59443"
"21.03.2021 11:45 - 21.03.2021 12:00","58847","59511"
"21.03.2021 12:00 - 21.03.2021 12:15","58593","59447"
"21.03.2021 12:15 - 21.03.2021 12:30","58301","58871"
"21.03.2021 12:30 - 21.03.2021 12:45","57857","58430"
"21.03.2021 12:45 - 21.03.2021 13:00","57493","58052"
"21.03.2021 13:00 - 21.03.2021 13:15","56825","57745"
"21.03.2021 13:15 - 21.03.2021 13:30","56465","57061"
"21.03.2021 13:30 - 21.03.2021 13:45","55755","56772"
"21.03.2021 13:45 - 21.03.2021 14:00","55536","56276"
"21.03.2021 14:00 - 21.03.2021 14:15","55263","56058"
"21.03.2021 14:15 - 21.03.2021 14:30","54701","55485"
"21.03.2021 14:30 - 21.03.2021 14:45","54171","55187"
"21.03.2021 14:45 - 21.03.2021 15:00","54017","55110"
"21.03.2021 15:00 - 21.03.2021 15:15","54150","55411"
"21.03.2021 15:15 - 21.03.2021 15:30","54150","55184"
"21.03.2021 15:30 - 21.03.2021 15:45","53685","54791"
"21.03.2021 15:45 - 21.03.2021 16:00","53346","54657"
"21.03.2021 16:00 - 21.03.2021 16:15","53387","54989"
"21.03.2021 16:15 - 21.03.2021 16:30","53429","54245"
"21.03.2021 16:30 - 21.03.2021 16:45","54006","54422"
"21.03.2021 16:45 - 21.03.2021 17:00","54420","54594"
"21.03.2021 17:00 - 21.03.2021 17:15","55046","55378"
"21.03.2021 17:15 - 21.03.2021 17:30","55497","55507"
"21.03.2021 17:30 - 21.03.2021 17:45","56000","56044"
"21.03.2021 17:45 - 21.03.2021 18:00","56196","56649"
"21.03.2021 18:00 - 21.03.2021 18:15","56989","57581"
"21.03.2021 18:15 - 21.03.2021 18:30","57521","58062"
"21.03.2021 18:30 - 21.03.2021 18:45","58196","58874"
"21.03.2021 18:45 - 21.03.2021 19:00","57857","59893"
"21.03.2021 19:00 - 21.03.2021 19:15","58806","60728"
"21.03.2021 19:15 - 21.03.2021 19:30","58168","60227"
"21.03.2021 19:30 - 21.03.2021 19:45","58159","59466"
"21.03.2021 19:45 - 21.03.2021 20:00","57264","58854"
"21.03.2021 20:00 - 21.03.2021 20:15","57213","58240"
"21.03.2021 20:15 - 21.03.2021 20:30","56253","57242"
"21.03.2021 20:30 - 21.03.2021 20:45","56070","56394"
"21.03.2021 20:45 - 21.03.2021 21:00","55435","55953"
"21.03.2021 21:00 - 21.03.2021 21:15","54917","55635"
"21.03.2021 21:15 - 21.03.2021 21:30","54421","55035"
"21.03.2021 21:30 - 21.03.2021 21:45","53687","54733"
"21.03.2021 21:45 - 21.03.2021 22:00","54313","54875"
"21.03.2021 22:00 - 21.03.2021 22:15","54718","55387"
"21.03.2021 22:15 - 21.03.2021 22:30","54300","54905"
"21.03.2021 22:30 - 21.03.2021 22:45","54597","54183"
"21.03.2021 22:45 - 21.03.2021 23:00","53431","53656"
"21.03.2021 23:00 - 21.03.2021 23:15","52579","52699"
"21.03.2021 23:15 - 21.03.2021 23:30","51985","51931"
"21.03.2021 23:30 - 21.03.2021 23:45","51598","51223"
"21.03.2021 23:45 - 22.03.2021 00:00","51358","50471"
"22.03.2021 00:00 - 22.03.2021 00:15","47503","49676"
"22.03.2021 00:15 - 22.03.2021 00:30","46903","49245"
"22.03.2021 00:30 - 22.03.2021 00:45","46503","49066"
"22.03.2021 00:45 - 22.03.2021 01:00","46261","48395"
"22.03.2021 01:00 - 22.03.2021 01:15","45631","48116"
"22.03.2021 01:15 - 22.03.2021 01:30","45083","47960"
"22.03.2021 01:30 - 22.03.2021 01:45","44967","47900"
"22.03.2021 01:45 - 22.03.2021 02:00","44691","47516"
"22.03.2021 02:00 - 22.03.2021 02:15","44697","47225"
"22.03.2021 02:15 - 22.03.2021 02:30","44801","47171"
"22.03.2021 02:30 - 22.03.2021 02:45","44868","47367"
"22.03.2021 02:45 - 22.03.2021 03:00","44958","47295"
"22.03.2021 03:00 - 22.03.2021 03:15","44965","47340"
"22.03.2021 03:15 - 22.03.2021 03:30","45242","47163"
"22.03.2021 03:30 - 22.03.2021 03:45","45232","47610"
"22.03.2021 03:45 - 22.03.2021 04:00","45462","48030"
"22.03.2021 04:00 - 22.03.2021 04:15","45890","48639"
"22.03.2021 04:15 - 22.03.2021 04:30","46400","48817"
"22.03.2021 04:30 - 22.03.2021 04:45","46668","49565"
"22.03.2021 04:45 - 22.03.2021 05:00","47425","49968"
"22.03.2021 05:00 - 22.03.2021 05:15","48714","51354"
"22.03.2021 05:15 - 22.03.2021 05:30","49319","52362"
"22.03.2021 05:30 - 22.03.2021 05:45","50521","53377"
"22.03.2021 05:45 - 22.03.2021 06:00","52003","54716"
"22.03.2021 06:00 - 22.03.2021 06:15","54626","57994"
"22.03.2021 06:15 - 22.03.2021 06:30","56504","59466"
"22.03.2021 06:30 - 22.03.2021 06:45","57954","60757"
"22.03.2021 06:45 - 22.03.2021 07:00","58826","61983"
"22.03.2021 07:00 - 22.03.2021 07:15","60600","63969"
"22.03.2021 07:15 - 22.03.2021 07:30","61543","65106"
"22.03.2021 07:30 - 22.03.2021 07:45","62111","65991"
"22.03.2021 07:45 - 22.03.2021 08:00","62724","66751"
"22.03.2021 08:00 - 22.03.2021 08:15","63664","67640"
"22.03.2021 08:15 - 22.03.2021 08:30","64075","68310"
"22.03.2021 08:30 - 22.03.2021 08:45","64370","68809"
"22.03.2021 08:45 - 22.03.2021 09:00","65023","68932"
"22.03.2021 09:00 - 22.03.2021 09:15","64497","68596"
"22.03.2021 09:15 - 22.03.2021 09:30","65018","69005"
"22.03.2021 09:30 - 22.03.2021 09:45","65338","69383"
"22.03.2021 09:45 - 22.03.2021 10:00","65666","69942"
"22.03.2021 10:00 - 22.03.2021 10:15","65745","70078"
"22.03.2021 10:15 - 22.03.2021 10:30","66058","70480"
"22.03.2021 10:30 - 22.03.2021 10:45","66188","70537"
"22.03.2021 10:45 - 22.03.2021 11:00","66314","71036"
"22.03.2021 11:00 - 22.03.2021 11:15","67069","71544"
"22.03.2021 11:15 - 22.03.2021 11:30","67510","71994"
"22.03.2021 11:30 - 22.03.2021 11:45","67559","72105"
"22.03.2021 11:45 - 22.03.2021 12:00","68054","71994"
"22.03.2021 12:00 - 22.03.2021 12:15","67666","71781"
"22.03.2021 12:15 - 22.03.2021 12:30","67939","71898"
"22.03.2021 12:30 - 22.03.2021 12:45","67577","71706"
"22.03.2021 12:45 - 22.03.2021 13:00","67596","71645"
"22.03.2021 13:00 - 22.03.2021 13:15","67340","71595"
"22.03.2021 13:15 - 22.03.2021 13:30","67159","71208"
"22.03.2021 13:30 - 22.03.2021 13:45","66454","70783"
"22.03.2021 13:45 - 22.03.2021 14:00","65736","70082"
"22.03.2021 14:00 - 22.03.2021 14:15","65547","69718"
"22.03.2021 14:15 - 22.03.2021 14:30","65423","69690"
"22.03.2021 14:30 - 22.03.2021 14:45","65115","69480"
"22.03.2021 14:45 - 22.03.2021 15:00","65424","69386"
"22.03.2021 15:00 - 22.03.2021 15:15","65093","69486"
"22.03.2021 15:15 - 22.03.2021 15:30","64883","69018"
"22.03.2021 15:30 - 22.03.2021 15:45","64556","68704"
"22.03.2021 15:45 - 22.03.2021 16:00","64098","68189"
"22.03.2021 16:00 - 22.03.2021 16:15","63663","67820"
"22.03.2021 16:15 - 22.03.2021 16:30","63728","67398"
"22.03.2021 16:30 - 22.03.2021 16:45","63851","67250"
"22.03.2021 16:45 - 22.03.2021 17:00","63779","67109"
"22.03.2021 17:00 - 22.03.2021 17:15","64134","67640"
"22.03.2021 17:15 - 22.03.2021 17:30","64253","67419"
"22.03.2021 17:30 - 22.03.2021 17:45","64619","67712"
"22.03.2021 17:45 - 22.03.2021 18:00","64861","67914"
"22.03.2021 18:00 - 22.03.2021 18:15","64913","68322"
"22.03.2021 18:15 - 22.03.2021 18:30","65208","68407"
"22.03.2021 18:30 - 22.03.2021 18:45","65701","69463"
"22.03.2021 18:45 - 22.03.2021 19:00","65820","70343"
"22.03.2021 19:00 - 22.03.2021 19:15","66155","71104"
"22.03.2021 19:15 - 22.03.2021 19:30","65677","70789"
"22.03.2021 19:30 - 22.03.2021 19:45","65581","70266"
"22.03.2021 19:45 - 22.03.2021 20:00","65091","69581"
"22.03.2021 20:00 - 22.03.2021 20:15","63999","68157"
"22.03.2021 20:15 - 22.03.2021 20:30","63083","66781"
"22.03.2021 20:30 - 22.03.2021 20:45","62456","65883"
"22.03.2021 20:45 - 22.03.2021 21:00","61654","64964"
"22.03.2021 21:00 - 22.03.2021 21:15","60898","64409"
"22.03.2021 21:15 - 22.03.2021 21:30","60315","63495"
"22.03.2021 21:30 - 22.03.2021 21:45","59402","62760"
"22.03.2021 21:45 - 22.03.2021 22:00","58840","61891"
"22.03.2021 22:00 - 22.03.2021 22:15","58554","61810"
"22.03.2021 22:15 - 22.03.2021 22:30","57752","61156"
"22.03.2021 22:30 - 22.03.2021 22:45","57138","60134"
"22.03.2021 22:45 - 22.03.2021 23:00","55984","59422"
"22.03.2021 23:00 - 22.03.2021 23:15","55009","58098"
"22.03.2021 23:15 - 22.03.2021 23:30","54174","57150"
"22.03.2021 23:30 - 22.03.2021 23:45","53400","56467"
"22.03.2021 23:45 - 23.03.2021 00:00","52910","55739"
"23.03.2021 00:00 - 23.03.2021 00:15","52511","54575"
"23.03.2021 00:15 - 23.03.2021 00:30","51653","54069"
"23.03.2021 00:30 - 23.03.2021 00:45","51394","53375"
"23.03.2021 00:45 - 23.03.2021 01:00","50881","52865"
"23.03.2021 01:00 - 23.03.2021 01:15","50025","51921"
"23.03.2021 01:15 - 23.03.2021 01:30","49380","51725"
"23.03.2021 01:30 - 23.03.2021 01:45","49510","51508"
"23.03.2021 01:45 - 23.03.2021 02:00","49288","51301"
"23.03.2021 02:00 - 23.03.2021 02:15","48971","50628"
"23.03.2021 02:15 - 23.03.2021 02:30","48954","50723"
"23.03.2021 02:30 - 23.03.2021 02:45","48866","50823"
"23.03.2021 02:45 - 23.03.2021 03:00","49017","50807"
"23.03.2021 03:00 - 23.03.2021 03:15","48876","50802"
"23.03.2021 03:15 - 23.03.2021 03:30","49257","50806"
"23.03.2021 03:30 - 23.03.2021 03:45","49154","51165"
"23.03.2021 03:45 - 23.03.2021 04:00","49400","51455"
"23.03.2021 04:00 - 23.03.2021 04:15","49735","51941"
"23.03.2021 04:15 - 23.03.2021 04:30","50179","52368"
"23.03.2021 04:30 - 23.03.2021 04:45","50199","53072"
"23.03.2021 04:45 - 23.03.2021 05:00","50895","53412"
"23.03.2021 05:00 - 23.03.2021 05:15","51831","54217"
"23.03.2021 05:15 - 23.03.2021 05:30","52259","54921"
"23.03.2021 05:30 - 23.03.2021 05:45","53149","56035"
"23.03.2021 05:45 - 23.03.2021 06:00","54078","57224"
"23.03.2021 06:00 - 23.03.2021 06:15","56432","59896"
"23.03.2021 06:15 - 23.03.2021 06:30","57807","61439"
"23.03.2021 06:30 - 23.03.2021 06:45","58714","62834"
"23.03.2021 06:45 - 23.03.2021 07:00","59720","63998"
"23.03.2021 07:00 - 23.03.2021 07:15","61193","65761"
"23.03.2021 07:15 - 23.03.2021 07:30","63112","66841"
"23.03.2021 07:30 - 23.03.2021 07:45","63844","67673"
"23.03.2021 07:45 - 23.03.2021 08:00","64495","68482"
"23.03.2021 08:00 - 23.03.2021 08:15","65189","69153"
"23.03.2021 08:15 - 23.03.2021 08:30","65448","69528"
"23.03.2021 08:30 - 23.03.2021 08:45","65642","69748"
"23.03.2021 08:45 - 23.03.2021 09:00","66256","69994"
"23.03.2021 09:00 - 23.03.2021 09:15","65708","69348"
"23.03.2021 09:15 - 23.03.2021 09:30","66302","69268"
"23.03.2021 09:30 - 23.03.2021 09:45","66602","69781"
"23.03.2021 09:45 - 23.03.2021 10:00","67033","70082"
"23.03.2021 10:00 - 23.03.2021 10:15","67059","69840"
"23.03.2021 10:15 - 23.03.2021 10:30","67482","69787"
"23.03.2021 10:30 - 23.03.2021 10:45","67475","70110"
"23.03.2021 10:45 - 23.03.2021 11:00","67669","70410"
"23.03.2021 11:00 - 23.03.2021 11:15","68308","70755"
"23.03.2021 11:15 - 23.03.2021 11:30","68634","70734"
"23.03.2021 11:30 - 23.03.2021 11:45","68848","71161"
"23.03.2021 11:45 - 23.03.2021 12:00","69451","71417"
"23.03.2021 12:00 - 23.03.2021 12:15","68801","71354"
"23.03.2021 12:15 - 23.03.2021 12:30","68949","71341"
"23.03.2021 12:30 - 23.03.2021 12:45","68655","71332"
"23.03.2021 12:45 - 23.03.2021 13:00","68787","71192"
"23.03.2021 13:00 - 23.03.2021 13:15","68289","71209"
"23.03.2021 13:15 - 23.03.2021 13:30","68051","70688"
"23.03.2021 13:30 - 23.03.2021 13:45","67265","70027"
"23.03.2021 13:45 - 23.03.2021 14:00","66748","69154"
"23.03.2021 14:00 - 23.03.2021 14:15","66686","68754"
"23.03.2021 14:15 - 23.03.2021 14:30","66540","68547"
"23.03.2021 14:30 - 23.03.2021 14:45","66023","68220"
"23.03.2021 14:45 - 23.03.2021 15:00","66245","67862"
"23.03.2021 15:00 - 23.03.2021 15:15","65880","68072"
"23.03.2021 15:15 - 23.03.2021 15:30","65659","67626"
"23.03.2021 15:30 - 23.03.2021 15:45","65104","67188"
"23.03.2021 15:45 - 23.03.2021 16:00","64634","66841"
"23.03.2021 16:00 - 23.03.2021 16:15","64209","66687"
"23.03.2021 16:15 - 23.03.2021 16:30","64299","66423"
"23.03.2021 16:30 - 23.03.2021 16:45","64514","66486"
"23.03.2021 16:45 - 23.03.2021 17:00","64315","66153"
"23.03.2021 17:00 - 23.03.2021 17:15","64597","66455"
